HGNC ID	Approved symbol	Approved name	Status	NCBI Gene ID
HGNC:28670	EFHD2	EF-hand domain family member D2	Approved	79180
HGNC:55801	EFHD2-AS1	EFHD2 antisense RNA 1	Approved	101927441
HGNC:25789	EFL1	elongation factor like GTPase 1	Approved	79631
HGNC:31739	EFL1P1	elongation factor like GTPase 1 pseudogene 1	Approved	648809
HGNC:44202	EFL1P2	elongation factor like GTPase 1 pseudogene 2	Approved	100422019
HGNC:3220	EFMR	symbol withdrawn, see [HGNC:14270](/data/gene-symbol-report/#!/hgnc_id/HGNC:14270)	Symbol Withdrawn	
HGNC:3221	EFNA1	ephrin A1	Approved	1942
HGNC:3222	EFNA2	ephrin A2	Approved	1943
HGNC:3223	EFNA3	ephrin A3	Approved	1944
HGNC:3224	EFNA4	ephrin A4	Approved	1945
HGNC:3225	EFNA5	ephrin A5	Approved	1946
HGNC:3226	EFNB1	ephrin B1	Approved	1947
HGNC:3227	EFNB2	ephrin B2	Approved	1948
HGNC:3228	EFNB3	ephrin B3	Approved	1949
HGNC:28970	EFR3A	EFR3 homolog A	Approved	23167
HGNC:29155	EFR3B	EFR3 homolog B	Approved	22979
HGNC:16898	EFS	embryonal Fyn-associated substrate	Approved	10278
HGNC:30858	EFTUD2	elongation factor Tu GTP binding domain containing 2	Approved	9343
HGNC:3229	EGF	epidermal growth factor	Approved	1950
HGNC:25149	EGFEM1P	EGF like and EMI domain containing 1, pseudogene	Approved	93556
HGNC:14309	EGFL1	symbol withdrawn, see [HGNC:3230](/data/gene-symbol-report/#!/hgnc_id/HGNC:3230)	Symbol Withdrawn	
HGNC:14308	EGFL2	symbol withdrawn, see [HGNC:3231](/data/gene-symbol-report/#!/hgnc_id/HGNC:3231)	Symbol Withdrawn	
HGNC:3235	EGFL6	EGF like domain multiple 6	Approved	25975
HGNC:20594	EGFL7	EGF like domain multiple 7	Approved	51162
HGNC:13944	EGFL8	EGF like domain multiple 8	Approved	80864
HGNC:21554	EGFL10	symbol withdrawn, see [HGNC:21555](/data/gene-symbol-report/#!/hgnc_id/HGNC:21555)	Symbol Withdrawn	
HGNC:26810	EGFLAM	EGF like, fibronectin type III and laminin G domains	Approved	133584
HGNC:41169	EGFLAM-AS1	EGFLAM antisense RNA 1	Approved	
HGNC:41168	EGFLAM-AS2	EGFLAM antisense RNA 2	Approved	100506475
HGNC:41167	EGFLAM-AS3	EGFLAM antisense RNA 3	Approved	
HGNC:41166	EGFLAM-AS4	EGFLAM antisense RNA 4	Approved	
HGNC:3236	EGFR	epidermal growth factor receptor	Approved	1956
HGNC:40207	EGFR-AS1	EGFR antisense RNA 1	Approved	100507500
HGNC:3237	EGI	epilepsy, generalized, idiopathic	Entry Withdrawn	
HGNC:54482	EGILA	EGFR interacting lncRNA	Approved	
HGNC:1232	EGLN1	egl-9 family hypoxia inducible factor 1	Approved	54583
HGNC:44481	EGLN1P1	egl-9 family hypoxia inducible factor 1 pseudogene 1	Approved	
HGNC:14660	EGLN2	egl-9 family hypoxia inducible factor 2	Approved	112398
HGNC:14661	EGLN3	egl-9 family hypoxia inducible factor 3	Approved	112399
HGNC:49077	EGLN3-AS1	EGLN3 antisense RNA 1	Approved	
HGNC:49857	EGLN3P1	egl-9 family hypoxia-inducible factor 3 pseudogene 1	Approved	100420503
HGNC:37129	EGOT	eosinophil granule ontogeny transcript	Approved	100126791
HGNC:3238	EGR1	early growth response 1	Approved	1958
HGNC:3239	EGR2	early growth response 2	Approved	1959
HGNC:3240	EGR3	early growth response 3	Approved	1960
HGNC:3241	EGR4	early growth response 4	Approved	1961
HGNC:29144	EHBP1	EH domain binding protein 1	Approved	23301
HGNC:55766	EHBP1-AS1	EHBP1 antisense RNA 1	Approved	100132215
HGNC:30682	EHBP1L1	EH domain binding protein 1 like 1	Approved	254102
HGNC:3242	EHD1	EH domain containing 1	Approved	10938
HGNC:3243	EHD2	EH domain containing 2	Approved	30846
HGNC:3244	EHD3	EH domain containing 3	Approved	30845
HGNC:3245	EHD4	EH domain containing 4	Approved	30844
HGNC:51418	EHD4-AS1	EHD4 antisense RNA 1	Approved	101928363
HGNC:3246	EHF	ETS homologous factor	Approved	26298
HGNC:3247	EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	Approved	1962
HGNC:44133	EHHADH-AS1	EHHADH antisense RNA 1	Approved	339926
HGNC:3248	EHK1	symbol withdrawn, see [HGNC:6412](/data/gene-symbol-report/#!/hgnc_id/HGNC:6412)	Symbol Withdrawn	
HGNC:24650	EHMT1	euchromatic histone lysine methyltransferase 1	Approved	79813
HGNC:48714	EHMT1-IT1	symbol withdrawn, see [HGNC:24650](/data/gene-symbol-report/#!/hgnc_id/HGNC:24650)	Symbol Withdrawn	
HGNC:14129	EHMT2	euchromatic histone lysine methyltransferase 2	Approved	10919
HGNC:39751	EHMT2-AS1	EHMT2 and SLC44A4 antisense RNA 1	Approved	107986588
HGNC:13276	EI24	EI24 autophagy associated transmembrane protein	Approved	9538
HGNC:44586	EI24P1	EI24 pseudogene 1	Approved	100129423
HGNC:44587	EI24P2	EI24 pseudogene 2	Approved	100129866
HGNC:44588	EI24P3	EI24 pseudogene 3	Approved	100131881
HGNC:44589	EI24P4	EI24 pseudogene 4	Approved	100420072
HGNC:44590	EI24P5	EI24 pseudogene 5	Approved	100533660
HGNC:1191	EID1	EP300 interacting inhibitor of differentiation 1	Approved	23741
HGNC:28292	EID2	EP300 interacting inhibitor of differentiation 2	Approved	163126
HGNC:26796	EID2B	EP300 interacting inhibitor of differentiation 2B	Approved	126272
HGNC:32961	EID3	EP300 interacting inhibitor of differentiation 3	Approved	493861
HGNC:3249	EIF1	eukaryotic translation initiation factor 1	Approved	10209
HGNC:3251	EIF1A	symbol withdrawn, see [HGNC:3250](/data/gene-symbol-report/#!/hgnc_id/HGNC:3250)	Symbol Withdrawn	
HGNC:28147	EIF1AD	eukaryotic translation initiation factor 1A domain containing	Approved	84285
HGNC:3250	EIF1AX	eukaryotic translation initiation factor 1A X-linked	Approved	1964
HGNC:40208	EIF1AX-AS1	EIF1AX antisense RNA 1	Approved	
HGNC:19900	EIF1AXP1	EIF1AX pseudogene 1	Approved	280661
HGNC:44295	EIF1AXP2	EIF1AX pseudogene 2	Approved	
HGNC:3252	EIF1AY	eukaryotic translation initiation factor 1A Y-linked	Approved	9086
HGNC:30792	EIF1B	eukaryotic translation initiation factor 1B	Approved	10289
HGNC:44555	EIF1B-AS1	EIF1B antisense RNA 1	Approved	440952
HGNC:49614	EIF1P1	eukaryotic translation initiation factor 1 pseudogene 1	Approved	100505855
HGNC:49615	EIF1P2	eukaryotic translation initiation factor 1 pseudogene 2	Approved	100288425
HGNC:49616	EIF1P3	eukaryotic translation initiation factor 1 pseudogene 3	Approved	730144
HGNC:49617	EIF1P4	eukaryotic translation initiation factor 1 pseudogene 4	Approved	100130566
HGNC:49618	EIF1P5	eukaryotic translation initiation factor 1 pseudogene 5	Approved	
HGNC:49619	EIF1P6	eukaryotic translation initiation factor 1 pseudogene 6	Approved	
HGNC:49620	EIF1P7	eukaryotic translation initiation factor 1 pseudogene 7	Approved	
HGNC:3253	EIF2	symbol withdrawn, see [HGNC:3265](/data/gene-symbol-report/#!/hgnc_id/HGNC:3265)	Symbol Withdrawn	
HGNC:3254	EIF2A	eukaryotic translation initiation factor 2A	Approved	83939
HGNC:24921	EIF2AK1	eukaryotic translation initiation factor 2 alpha kinase 1	Approved	27102
HGNC:9437	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2	Approved	5610
HGNC:3255	EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3	Approved	9451
HGNC:54066	EIF2AK3-DT	EIF2AK3 divergent transcript	Approved	101928403
HGNC:19687	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4	Approved	440275
HGNC:39495	EIF2AP1	eukaryotic translation initiation factor 2A pseudogene 1	Approved	
HGNC:39496	EIF2AP2	eukaryotic translation initiation factor 2A pseudogene 2	Approved	
HGNC:39497	EIF2AP3	eukaryotic translation initiation factor 2A pseudogene 3	Approved	
HGNC:39498	EIF2AP4	eukaryotic translation initiation factor 2A pseudogene 4	Approved	
HGNC:3256	EIF2B	symbol withdrawn, see [HGNC:3257](/data/gene-symbol-report/#!/hgnc_id/HGNC:3257)	Symbol Withdrawn	
HGNC:3257	EIF2B1	eukaryotic translation initiation factor 2B subunit alpha	Approved	1967
HGNC:3258	EIF2B2	eukaryotic translation initiation factor 2B subunit beta	Approved	8892
HGNC:3259	EIF2B3	eukaryotic translation initiation factor 2B subunit gamma	Approved	8891
HGNC:3260	EIF2B4	eukaryotic translation initiation factor 2B subunit delta	Approved	
HGNC:3261	EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon	Approved	8893
HGNC:55202	EIF2B5-DT	EIF2B5 divergent transcript	Approved	105374249
HGNC:6583	EIF2D	eukaryotic translation initiation factor 2D	Approved	1939
HGNC:3264	EIF2G	symbol withdrawn, see [HGNC:3267](/data/gene-symbol-report/#!/hgnc_id/HGNC:3267)	Symbol Withdrawn	
HGNC:3265	EIF2S1	eukaryotic translation initiation factor 2 subunit alpha	Approved	1965
HGNC:3266	EIF2S2	eukaryotic translation initiation factor 2 subunit beta	Approved	8894
HGNC:20009	EIF2S2P1	eukaryotic translation initiation factor 2 subunit 2 beta pseudogene 1	Approved	319115
HGNC:24654	EIF2S2P2	eukaryotic translation initiation factor 2 subunit 2 beta pseudogene 2	Approved	347673
HGNC:31664	EIF2S2P3	eukaryotic translation initiation factor 2 subunit 2 beta pseudogene 3	Approved	283014
HGNC:37626	EIF2S2P4	eukaryotic translation initiation factor 2 subunit 2 beta pseudogene 4	Approved	728350
HGNC:37793	EIF2S2P5	eukaryotic translation initiation factor 2 subunit 2 beta pseudogene 5	Approved	347675
HGNC:37794	EIF2S2P6	eukaryotic translation initiation factor 2 subunit 2 beta pseudogene 6	Approved	100129629
HGNC:37795	EIF2S2P7	eukaryotic translation initiation factor 2 subunit 2 beta pseudogene 7	Approved	647016
HGNC:3267	EIF2S3	eukaryotic translation initiation factor 2 subunit gamma	Approved	1968
HGNC:43863	EIF2S3B	eukaryotic translation initiation factor 2 subunit gamma B	Approved	255308
HGNC:3268	EIF3	symbol withdrawn, see [HGNC:3271](/data/gene-symbol-report/#!/hgnc_id/HGNC:3271)	Symbol Withdrawn	
HGNC:3269	EIF3A	symbol withdrawn, see [HGNC:6159](/data/gene-symbol-report/#!/hgnc_id/HGNC:6159)	Symbol Withdrawn	
HGNC:3271	EIF3A	eukaryotic translation initiation factor 3 subunit A	Approved	8661
HGNC:3280	EIF3B	eukaryotic translation initiation factor 3 subunit B	Approved	8662
HGNC:3279	EIF3C	eukaryotic translation initiation factor 3 subunit C	Approved	8663
HGNC:26347	EIF3CL	eukaryotic translation initiation factor 3 subunit C like	Approved	728689
HGNC:3278	EIF3D	eukaryotic translation initiation factor 3 subunit D	Approved	8664
HGNC:3277	EIF3E	eukaryotic translation initiation factor 3 subunit E	Approved	3646
HGNC:6102	EIF3EP1	eukaryotic translation initiation factor 3 subunit E pseudogene 1	Approved	3647
HGNC:37919	EIF3EP2	eukaryotic translation initiation factor 3 subunit E pseudogene 2	Approved	100132597
HGNC:37920	EIF3EP3	eukaryotic translation initiation factor 3 subunit E pseudogene 3	Approved	100462836
HGNC:37921	EIF3EP4	eukaryotic translation initiation factor 3 subunit E pseudogene 4	Approved	100422200
HGNC:3275	EIF3F	eukaryotic translation initiation factor 3 subunit F	Approved	8665
HGNC:3276	EIF3FP1	eukaryotic translation initiation factor 3 subunit F pseudogene 1	Approved	54053
HGNC:28863	EIF3FP2	eukaryotic translation initiation factor 3 subunit F pseudogene 2	Approved	83880
HGNC:37625	EIF3FP3	eukaryotic translation initiation factor 3 subunit F pseudogene 3	Approved	339799
HGNC:3274	EIF3G	eukaryotic translation initiation factor 3 subunit G	Approved	8666
HGNC:3273	EIF3H	eukaryotic translation initiation factor 3 subunit H	Approved	8667
HGNC:3272	EIF3I	eukaryotic translation initiation factor 3 subunit I	Approved	8668
HGNC:13277	EIF3IP1	eukaryotic translation initiation factor 3 subunit I pseudogene 1	Approved	442720
HGNC:3270	EIF3J	eukaryotic translation initiation factor 3 subunit J	Approved	8669
HGNC:48616	EIF3J-DT	EIF3J divergent transcript	Approved	645212
HGNC:55005	EIF3JP1	EIF3J pseudogene 1	Approved	
HGNC:24656	EIF3K	eukaryotic translation initiation factor 3 subunit K	Approved	27335
HGNC:44016	EIF3KP1	eukaryotic translation initiation factor 3 subunit K pseudogene 1	Approved	134505
HGNC:44017	EIF3KP2	eukaryotic translation initiation factor 3 subunit K pseudogene 2	Approved	100129045
HGNC:44018	EIF3KP3	eukaryotic translation initiation factor 3 subunit K pseudogene 3	Approved	645368
HGNC:18138	EIF3L	eukaryotic translation initiation factor 3 subunit L	Approved	51386
HGNC:20010	EIF3LP1	eukaryotic translation initiation factor 3 subunit L pseudogene 1	Approved	319117
HGNC:24657	EIF3LP2	eukaryotic translation initiation factor 3 subunit L pseudogene 2	Approved	143341
HGNC:44976	EIF3LP3	eukaryotic translation initiation factor 3 subunit L pseudogene 3	Approved	340947
HGNC:24460	EIF3M	eukaryotic translation initiation factor 3 subunit M	Approved	10480
HGNC:55006	EIF3MP1	EIF3M pseudogene 1	Approved	266683
HGNC:3281	EIF4	eukaryotic translation initiation factor 4	Entry Withdrawn	
HGNC:3282	EIF4A1	eukaryotic translation initiation factor 4A1	Approved	1973
HGNC:3283	EIF4A1P1	eukaryotic translation initiation factor 4A1 pseudogene 1	Approved	54052
HGNC:23946	EIF4A1P2	eukaryotic translation initiation factor 4A1 pseudogene 2	Approved	359792
HGNC:37922	EIF4A1P3	eukaryotic translation initiation factor 4A1 pseudogene 3	Approved	100462824
HGNC:37923	EIF4A1P4	eukaryotic translation initiation factor 4A1 pseudogene 4	Approved	728698
HGNC:37924	EIF4A1P5	eukaryotic translation initiation factor 4A1 pseudogene 5	Approved	390394
HGNC:37925	EIF4A1P6	eukaryotic translation initiation factor 4A1 pseudogene 6	Approved	390407
HGNC:37926	EIF4A1P7	eukaryotic translation initiation factor 4A1 pseudogene 7	Approved	341784
HGNC:37927	EIF4A1P8	eukaryotic translation initiation factor 4A1 pseudogene 8	Approved	100289102
HGNC:37928	EIF4A1P9	eukaryotic translation initiation factor 4A1 pseudogene 9	Approved	642746
HGNC:37930	EIF4A1P10	eukaryotic translation initiation factor 4A1 pseudogene 10	Approved	100421533
HGNC:37932	EIF4A1P11	eukaryotic translation initiation factor 4A1 pseudogene 11	Approved	100130006
HGNC:37933	EIF4A1P12	eukaryotic translation initiation factor 4A1 pseudogene 12	Approved	100462830
HGNC:37934	EIF4A1P13	eukaryotic translation initiation factor 4A1 pseudogene 13	Approved	100462826
HGNC:3284	EIF4A2	eukaryotic translation initiation factor 4A2	Approved	1974
HGNC:37929	EIF4A2P1	eukaryotic translation initiation factor 4A2 pseudogene 1	Approved	646171
HGNC:45099	EIF4A2P2	eukaryotic translation initiation factor 4A2 pseudogene 2	Approved	100421579
HGNC:45100	EIF4A2P3	eukaryotic translation initiation factor 4A2 pseudogene 3	Approved	100133309
HGNC:45101	EIF4A2P4	eukaryotic translation initiation factor 4A2 pseudogene 4	Approved	286512
HGNC:45102	EIF4A2P5	eukaryotic translation initiation factor 4A2 pseudogene 5	Approved	
HGNC:18683	EIF4A3	eukaryotic translation initiation factor 4A3	Approved	9775
HGNC:51460	EIF4A3P1	eukaryotic translation initiation factor 4A3 pseudogene 1	Approved	390843
HGNC:3285	EIF4B	eukaryotic translation initiation factor 4B	Approved	1975
HGNC:19929	EIF4BP1	eukaryotic translation initiation factor 4B pseudogene 1	Approved	319118
HGNC:37935	EIF4BP2	eukaryotic translation initiation factor 4B pseudogene 2	Approved	100129337
HGNC:37936	EIF4BP3	eukaryotic translation initiation factor 4B pseudogene 3	Approved	100128771
HGNC:37937	EIF4BP4	eukaryotic translation initiation factor 4B pseudogene 4	Approved	100130064
HGNC:37938	EIF4BP5	eukaryotic translation initiation factor 4B pseudogene 5	Approved	100421528
HGNC:37939	EIF4BP6	eukaryotic translation initiation factor 4B pseudogene 6	Approved	645579
HGNC:37940	EIF4BP7	eukaryotic translation initiation factor 4B pseudogene 7	Approved	643873
HGNC:37941	EIF4BP8	eukaryotic translation initiation factor 4B pseudogene 8	Approved	339881
HGNC:37942	EIF4BP9	eukaryotic translation initiation factor 4B pseudogene 9	Approved	100129692
HGNC:3286	EIF4C	symbol withdrawn, see [HGNC:3250](/data/gene-symbol-report/#!/hgnc_id/HGNC:3250)	Symbol Withdrawn	
HGNC:3287	EIF4E	eukaryotic translation initiation factor 4E	Approved	1977
HGNC:33179	EIF4E1B	eukaryotic translation initiation factor 4E family member 1B	Approved	253314
HGNC:3293	EIF4E2	eukaryotic translation initiation factor 4E family member 2	Approved	9470
HGNC:16237	EIF4E2P1	eukaryotic translation initiation factor 4E family member 2 pseudogene 1	Approved	128770
HGNC:51464	EIF4E2P2	eukaryotic translation initiation factor 4E family member 2 pseudogene 2	Approved	645207
HGNC:31837	EIF4E3	eukaryotic translation initiation factor 4E family member 3	Approved	317649
HGNC:3288	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1	Approved	1978
HGNC:20160	EIF4EBP1P1	eukaryotic translation initiation factor 4E binding protein 1 pseudogene 1	Approved	326295
HGNC:44047	EIF4EBP1P2	eukaryotic translation initiation factor 4E binding protein 1 pseudogene 2	Approved	768328
HGNC:3289	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2	Approved	1979
HGNC:16596	EIF4EBP2P1	eukaryotic translation initiation factor 4E binding protein 2 pseudogene 1	Approved	170510
HGNC:49317	EIF4EBP2P2	eukaryotic translation initiation factor 4E binding protein 2 pseudogene 2	Approved	100190923
HGNC:49318	EIF4EBP2P3	eukaryotic translation initiation factor 4E binding protein 2 pseudogene 3	Approved	100190924
HGNC:3290	EIF4EBP3	eukaryotic translation initiation factor 4E binding protein 3	Approved	8637
HGNC:3291	EIF4EL1	symbol withdrawn, see [HGNC:3287](/data/gene-symbol-report/#!/hgnc_id/HGNC:3287)	Symbol Withdrawn	
HGNC:16687	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1	Approved	56478
HGNC:3292	EIF4EP1	eukaryotic translation initiation factor 4E pseudogene 1	Approved	1980
HGNC:32428	EIF4EP2	eukaryotic translation initiation factor 4E pseudogene 2	Approved	100131693
HGNC:51461	EIF4EP3	eukaryotic translation initiation factor 4E pseudogene 3	Approved	100132918
HGNC:51462	EIF4EP4	eukaryotic translation initiation factor 4E pseudogene 4	Approved	100421455
HGNC:51463	EIF4EP5	eukaryotic translation initiation factor 4E pseudogene 5	Approved	100131565
HGNC:3294	EIF4F	symbol withdrawn, see [HGNC:3287](/data/gene-symbol-report/#!/hgnc_id/HGNC:3287), [HGNC:3284](/data/gene-symbol-report/#!/hgnc_id/HGNC:3284) and [HGNC:3296](/data/gene-symbol-report/#!/hgnc_id/HGNC:3296)	Symbol Withdrawn	
HGNC:3295	EIF4G	symbol withdrawn, see [HGNC:3296](/data/gene-symbol-report/#!/hgnc_id/HGNC:3296)	Symbol Withdrawn	
HGNC:3296	EIF4G1	eukaryotic translation initiation factor 4 gamma 1	Approved	1981
HGNC:3297	EIF4G2	eukaryotic translation initiation factor 4 gamma 2	Approved	1982
HGNC:3298	EIF4G3	eukaryotic translation initiation factor 4 gamma 3	Approved	8672
HGNC:12741	EIF4H	eukaryotic translation initiation factor 4H	Approved	7458
HGNC:49035	EIF4HP1	eukaryotic translation initiation factor 4H pseudogene 1	Approved	401316
HGNC:49036	EIF4HP2	eukaryotic translation initiation factor 4H pseudogene 2	Approved	100421545
HGNC:3299	EIF5	eukaryotic translation initiation factor 5	Approved	1983
HGNC:56080	EIF5-DT	EIF5 divergent transcript	Approved	
HGNC:3300	EIF5A	eukaryotic translation initiation factor 5A	Approved	1984
HGNC:3301	EIF5A2	eukaryotic translation initiation factor 5A2	Approved	56648
HGNC:51467	EIF5A2P1	eukaryotic translation initiation factor 5A2 pseudogene 1	Approved	100506058
HGNC:17419	EIF5AL1	eukaryotic translation initiation factor 5A like 1	Approved	143244
HGNC:3302	EIF5AP1	symbol withdrawn, see [HGNC:17419](/data/gene-symbol-report/#!/hgnc_id/HGNC:17419)	Symbol Withdrawn	
HGNC:3303	EIF5AP2	eukaryotic translation initiation factor 5A pseudogene 2	Approved	1986
HGNC:3304	EIF5AP3	eukaryotic translation initiation factor 5A pseudogene 3	Approved	1987
HGNC:31442	EIF5AP4	eukaryotic translation initiation factor 5A pseudogene 4	Approved	642592
HGNC:30793	EIF5B	eukaryotic translation initiation factor 5B	Approved	9669
HGNC:51465	EIF5P1	eukaryotic translation initiation factor 5 pseudogene 1	Approved	100421390
HGNC:51466	EIF5P2	eukaryotic translation initiation factor 5 pseudogene 2	Approved	100421391
HGNC:6159	EIF6	eukaryotic translation initiation factor 6	Approved	3692
HGNC:12383	EIPR1	EARP complex and GARP complex interacting protein 1	Approved	7260
HGNC:41392	EIPR1-IT1	EIPR1 intronic transcript 1	Approved	
HGNC:3305	EJM1	symbol withdrawn, see [HGNC:16406](/data/gene-symbol-report/#!/hgnc_id/HGNC:16406)	Symbol Withdrawn	
HGNC:3306	EJM2	epilepsy, juvenile myoclonic 2	Entry Withdrawn	
HGNC:3307	EKV	symbol withdrawn, see [HGNC:4285](/data/gene-symbol-report/#!/hgnc_id/HGNC:4285)	Symbol Withdrawn	
HGNC:24106	EKV3	symbol withdrawn, see [HGNC:559](/data/gene-symbol-report/#!/hgnc_id/HGNC:559)	Symbol Withdrawn	
HGNC:14197	ELAC1	elaC ribonuclease Z 1	Approved	55520
HGNC:14198	ELAC2	elaC ribonuclease Z 2	Approved	60528
HGNC:3310	ELAM1	symbol withdrawn, see [HGNC:10718](/data/gene-symbol-report/#!/hgnc_id/HGNC:10718)	Symbol Withdrawn	
HGNC:3309	ELANE	elastase, neutrophil expressed	Approved	1991
HGNC:13895	ELANH2	symbol withdrawn, see [HGNC:3311](/data/gene-symbol-report/#!/hgnc_id/HGNC:3311)	Symbol Withdrawn	
HGNC:29618	ELAPOR1	endosome-lysosome associated apoptosis and autophagy regulator 1	Approved	57535
HGNC:21945	ELAPOR2	endosome-lysosome associated apoptosis and autophagy regulator family member 2	Approved	222223
HGNC:3312	ELAVL1	ELAV like RNA binding protein 1	Approved	1994
HGNC:3313	ELAVL2	ELAV like RNA binding protein 2	Approved	1993
HGNC:3314	ELAVL3	ELAV like RNA binding protein 3	Approved	1995
HGNC:3315	ELAVL4	ELAV like RNA binding protein 4	Approved	1996
HGNC:40210	ELAVL4-AS1	ELAVL4 antisense RNA 1	Approved	107984955
HGNC:49511	ELDR	EGFR long non-coding downstream RNA	Approved	102725541
HGNC:3316	ELF1	E74 like ETS transcription factor 1	Approved	1997
HGNC:3317	ELF2	E74 like ETS transcription factor 2	Approved	1998
HGNC:33539	ELF2P1	ELF2 pseudogene 1	Approved	100101917
HGNC:24610	ELF2P2	ELF2 pseudogene 2	Approved	260335
HGNC:24611	ELF2P3	ELF2 pseudogene 3	Approved	260336
HGNC:33540	ELF2P4	ELF2 pseudogene 4	Approved	644935
HGNC:3318	ELF3	E74 like ETS transcription factor 3	Approved	1999
HGNC:40211	ELF3-AS1	ELF3 antisense RNA 1	Approved	102723465
HGNC:3319	ELF4	E74 like ETS transcription factor 4	Approved	2000
HGNC:3320	ELF5	E74 like ETS transcription factor 5	Approved	2001
HGNC:33154	ELFN1	extracellular leucine rich repeat and fibronectin type III domain containing 1	Approved	392617
HGNC:39071	ELFN1-AS1	ELFN1 antisense RNA 1	Approved	101927125
HGNC:29396	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2	Approved	114794
HGNC:3321	ELK1	ETS transcription factor ELK1	Approved	2002
HGNC:39021	ELK1P1	ELK1 pseudogene 1	Approved	647102
HGNC:3322	ELK2	symbol withdrawn, see [HGNC:3323](/data/gene-symbol-report/#!/hgnc_id/HGNC:3323)	Symbol Withdrawn	
HGNC:3323	ELK2AP	ETS transcription factor ELK2A, pseudogene	Approved	2003
HGNC:3324	ELK2BP	ETS transcription factor ELK2B, pseudogene	Approved	9995
HGNC:3325	ELK3	ETS transcription factor ELK3	Approved	2004
HGNC:3326	ELK4	ETS transcription factor ELK4	Approved	2005
HGNC:23114	ELL	elongation factor for RNA polymerase II	Approved	8178
HGNC:17064	ELL2	elongation factor for RNA polymerase II 2	Approved	22936
HGNC:39343	ELL2P1	elongation factor for RNA polymerase II 2 pseudogene 1	Approved	646270
HGNC:39344	ELL2P2	elongation factor for RNA polymerase II 2 pseudogene 2	Approved	100421143
HGNC:39345	ELL2P3	elongation factor for RNA polymerase II 2 pseudogene 3	Approved	100533713
HGNC:39346	ELL2P4	elongation factor for RNA polymerase II 2 pseudogene 4	Approved	100128690
HGNC:23113	ELL3	elongation factor for RNA polymerase II 3	Approved	80237
HGNC:16286	ELMO1	engulfment and cell motility 1	Approved	9844
HGNC:40765	ELMO1-AS1	ELMO1 antisense RNA 1	Approved	
HGNC:17233	ELMO2	engulfment and cell motility 2	Approved	63916
HGNC:38008	ELMO2P1	engulfment and cell motility 2 pseudogene 1	Approved	729894
HGNC:17289	ELMO3	engulfment and cell motility 3	Approved	79767
HGNC:25334	ELMOD1	ELMO domain containing 1	Approved	55531
HGNC:28111	ELMOD2	ELMO domain containing 2	Approved	255520
HGNC:26158	ELMOD3	ELMO domain containing 3	Approved	84173
HGNC:3327	ELN	elastin	Approved	2006
HGNC:40212	ELN-AS1	ELN antisense RNA 1	Approved	107986809
HGNC:3328	ELNL1	elastin-like 1	Entry Withdrawn	
HGNC:3329	ELNR1	symbol withdrawn, see [HGNC:4298](/data/gene-symbol-report/#!/hgnc_id/HGNC:4298)	Symbol Withdrawn	
HGNC:11620	ELOA	elongin A	Approved	6924
HGNC:50582	ELOA-AS1	ELOA antisense RNA 1	Approved	100506963
HGNC:30771	ELOA2	elongin A2	Approved	51224
HGNC:31007	ELOA3BP	elongin A3 family member B, pseudogene	Approved	728929
HGNC:52410	ELOA3CP	elongin A3 family member C, pseudogene	Approved	107983955
HGNC:33511	ELOA3DP	elongin A3 family member D, pseudogene	Approved	100506888
HGNC:24617	ELOA3P	elongin A3, pseudogene	Approved	162699
HGNC:54534	ELOAP1	ELOA pseudogene 1	Approved	100422580
HGNC:11619	ELOB	elongin B	Approved	6923
HGNC:39719	ELOBP1	elongin B pseudogene 1	Approved	246717
HGNC:39720	ELOBP2	elongin B pseudogene 2	Approved	253665
HGNC:39721	ELOBP3	elongin B pseudogene 3	Approved	100856810
HGNC:39722	ELOBP4	elongin B pseudogene 4	Approved	100874519
HGNC:11617	ELOC	elongin C	Approved	6921
HGNC:17762	ELOCP2	elongin C pseudogene 2	Approved	283747
HGNC:29457	ELOCP3	elongin C pseudogene 3	Approved	644540
HGNC:38141	ELOCP4	elongin C pseudogene 4	Approved	100462873
HGNC:38140	ELOCP5	elongin C pseudogene 5	Approved	100288493
HGNC:38142	ELOCP6	elongin C pseudogene 6	Approved	100462867
HGNC:38143	ELOCP7	elongin C pseudogene 7	Approved	
HGNC:38144	ELOCP8	elongin C pseudogene 8	Approved	
HGNC:38145	ELOCP9	elongin C pseudogene 9	Approved	
HGNC:38146	ELOCP10	elongin C pseudogene 10	Approved	100462871
HGNC:38147	ELOCP11	elongin C pseudogene 11	Approved	
HGNC:38148	ELOCP12	elongin C pseudogene 12	Approved	
HGNC:38149	ELOCP13	elongin C pseudogene 13	Approved	
HGNC:38150	ELOCP14	elongin C pseudogene 14	Approved	100462876
HGNC:38151	ELOCP15	elongin C pseudogene 15	Approved	
HGNC:38152	ELOCP16	elongin C pseudogene 16	Approved	
